libnumbertext 1.0.11-1
liboauth 1:1.0.3+r16+gc26f038-1
libodfgen 0.1.8-2
libogg 1.3.5-1
libomxil-bellagio 0.9.3-4
liboobs 3.0.0-5
libopenmpt 0.6.7-1
liborcus 0.17.2-3
libosinfo 1.10.0-2
libp11-kit 0.24.1-1
libpackagekit-glib 1.2.6-1
libpagemaker 0.0.4-3
libpanel 1.0.2-1
libpaper 1.1.28-2
libpcap 1.10.2-1
libpciaccess 0.17-1
libpeas 1.34.0-1
libphonenumber 1:8.13.4-1
libpipeline 1.5.7-1
libplacebo 5.229.1-2
libplist 2.2.0-5
libpng 1.6.39-1
libpng12 1.2.59-2
libportal 0.6-1
libportal-gtk3 0.6-1
libportal-gtk4 0.6-1
libproxy 0.4.18-2
libpsl 0.21.2-1
libpst 0.6.76-8
libpulse 16.1-3
libpwquality 1.4.5-1
libqxp 0.0.2-9
libraqm 0.10.0-1
libraw 0.21.1-1
libraw1394 2.1.2-3
libreoffice-fresh 7.4.4-1
librest 0.9.1-2
librevenge 0.0.5-2
librsvg 2:2.55.1-1
libsamplerate 0.2.2-1
libsasl 2.1.28-3
libseccomp 2.5.4-1
libsecret 0.20.5-2
libshout 1:2.4.6-2
libshumate 1.0.3-1
libsigc++ 2.12.0-1
libsigc++-3.0 3.4.0-1
libslirp 4.7.0-1
libsm 1.2.4-1
libsndfile 1.2.0-1
libsodium 1.0.18-2
libsoup 2.74.3-1
libsoup3 3.2.2-1
libsoxr 0.1.3-3
libspectre 0.2.12-1
libspeechd 0.11.4-1
libspiro 1:20221101-1
libspnav 1.1-1
libsrtp 1:2.4.2-1
libssh 0.10.4-3
libssh2 1.10.0-3
libstaroffice 0.0.7-2
libstemmer 2.2.0-2
libsynctex 2022.62885-3
libsysprof-capture 3.46.0-1
libtar 1.2.20-6
libtasn1 4.19.0-1
libtermkey 0.22-2
libthai 0.1.29-2
libtheora 1.1.1-5
libtiff 4.5.0-1
libtirpc 1.3.3-2
libtommath 1.2.0-3
libtool 2.4.7-5
libtorrent-rasterbar 1:2.0.8-2
libunistring 1.1-2
libunwind 1.6.2-2
libupnp 1.14.15-1
liburcu 0.13.2-1
liburing 2.3-1
libusb 1.0.26-1
libusbmuxd 2.0.2-1
libutempter 1.2.1-3
libutf8proc 2.8.0-1
libuv 1.44.2-1
libva 2.17.0-1
libva-mesa-driver 22.3.3-1
libvdpau 1.5-1
libverto 0.3.2-4
libvirt 1:8.10.0-1
libvirt-glib 4.0.0-2
libvisio 0.1.7-8
libvisual 0.4.0-8
libvncserver 0.9.13-1
libvorbis 1.3.7-3
libvpx 1.12.0-2
libvterm 0.3-1
libwacom 2.5.0-1
libwbclient 4.17.4-4
libwebp 1.3.0-2
libwebsockets 4.3.2-3
libwireplumber 0.4.13-1
libwmf 0.2.12-3
libwnck3 43.0-3
libwpd 0.10.3-4
libwpe 1.14.0-1
libwpg 0.3.3-4
libwps 0.4.13-1
libx11 1.8.3-5
libxau 1.0.11-1
libxaw 1.0.14-1
libxcb 1.15-2
libxcomposite 0.4.6-1
libxcrypt 4.4.33-1
libxcrypt-compat 4.4.33-1
libxcursor 1.2.1-3
libxcvt 0.1.2-1
libxdamage 1.1.6-1
libxdg-basedir 1.2.3-1
libxdmcp 1.1.4-1
libxext 1.3.5-1
libxfixes 6.0.0-2
libxfont2 2.0.6-1
libxft 2.3.7-1
libxi 1.8-2
libxinerama 1.1.5-1
libxkbcommon 1.5.0-1
libxkbcommon-x11 1.5.0-1
libxkbfile 1.1.2-1
libxklavier 5.4-3
libxml2 2.10.3-2
libxmlb 0.3.10-1
libxmu 1.1.4-1
libxpm 3.5.14-1
libxrandr 1.5.3-1
libxrender 0.9.11-1
libxres 1.2.2-1
libxshmfence 1.3.2-1
libxslt 1.1.37-2
libxss 1.2.3-4
libxt 1.2.1-1
libxtst 1.2.4-1
libxv 1.0.12-1
libxxf86vm 1.1.5-1
libyaml 0.2.5-1
libytnef 1:2.0-2
libyuv r2322+3aebf69d-1
libzip 1.9.2-1
libzmf 0.0.2-13
licenses 20220125-1
light 1.2.2-3
lightsoff 40.0.1-1
lilv 0.24.20-1
linux-api-headers 5.18.15-1
linux-firmware 20221214.f3c283e-1
linux-firmware-whence 20221214.f3c283e-1
linux-lts 5.15.87-1
linux-lts-headers 5.15.87-1
llvm 14.0.6-4
llvm-libs 14.0.6-4
lm_sensors 1:3.6.0.r41.g31d1f125-2
lmdb 0.9.29-1
log4cplus 2.0.8-1
log4cxx 0.13.0-1
lpsolve 5.5.2.11-2
lsb-release 2.0.r48.3cf5103-1
lsd 0.23.1-1
lsof 4.96.5-1
lsp-plugins 1.2.4-1
lua 5.4.4-3
lua-lpeg 1.0.2-4
lua52 5.2.4-5
luajit 2.1.0.beta3.r467.gd0e88930-1
luit 20221028-1
lv2 1.18.10-1
lvm2 2.03.18-1
lxappearance 0.6.3-4
lxmenu-data 0.1.5-3
lz4 1:1.9.4-1
lzo 2.10-4
m4 1.4.19-1
mailcap 2.1.53-1
make 4.4-1
malcontent 0.11.0-1
man-db 2.11.2-1
mbedtls 2.28.1-1
md4c 0.4.8-1
mda.lv2 1.2.10-1
mdadm 4.2-2
med-openmpi 4.1.1-2
media-player-info 24-2
menu-cache 1.1.0-3
mercurial 6.3.2-1
mesa 22.3.3-1
mesa-demos 8.5.0-2
mesa-utils 8.5.0-2
mesa-vdpau 22.3.3-1
meson 1.0.0-2
minizip 1:1.2.13-2
minizip-ng 3.0.8-1
mjpegtools 2.2.1-1
mkinitcpio 34-2
mkinitcpio-busybox 1.35.0-1
mlt 7.12.0-2
mobile-broadband-provider-info 20221107-2
mod_dnssd 0.6-8
mpfr 4.1.1.p1-1
mpg123 1.31.1-1
msgpack-c 4.0.0-1
mtdev 1.1.6-2
mtools 1:4.0.42-1
multipath-tools 0.9.4-1
mutter 43.2-1
mypaint-brushes1 1.3.1-1
nano 7.1-1
nautilus 43.2-1
ncurses 6.4-1
ncurses5-compat-libs 6.3-1
ndctl 74-1
neofetch 7.1.0-2
neon 0.32.4-2
neovim 0.8.2-1
nerd-fonts-complete 2.2.2-2
net-snmp 5.9.1-5
netcdf 4.9.0-3
netpbm 10.73.42-2
nettle 3.8.1-1
nfs-utils 2.6.2-1
nfsidmap 2.6.2-1
ngspice 38-1
ninja 1.11.1-2
nlohmann-json 3.11.2-1
node-gyp 9.3.1-1
nodejs 19.4.0-1
nodejs-nopt 7.0.0-1
noto-fonts-emoji 20220920-1
npm 8.19.2-1
npth 1.6-3
nspr 4.35-1
nss 3.87-1
numactl 2.0.16-1
nvidia-lts 1:525.78.01-2
nvidia-utils 525.78.01-1
nvtop 3.0.1-1
obs-backgroundremoval 0.4.0-1
obs-studio-amf 29.0.0-1
ocl-icd 2.3.1-1
ocrmypdf 14.0.2-1
openal 1.22.2-1
opencascade 1:7.6.3-1
opencl-amd 1:5.4.1-1
opencl-headers 2:2022.09.30-1
opencollada 1:1.6.68-3
opencolorio 2.2.0-2
opencore-amr 0.1.6-1
opencv 4.7.0-1
openexr 3.1.5-1
openfec-roc 1.4.2.4-1
openimagedenoise 1.4.3-1
openimageio 2.4.6.1-3
openjpeg2 2.5.0-2
openmp 14.0.6-1
openmpi 4.1.4-4
openpgl 0.4.1beta-1
openpmix 4.2.2-1
openshadinglanguage 1.12.8.0-1
openssh 9.1p1-3
openssl 3.0.7-4
openssl-1.1 1.1.1.s-4
opensubdiv 3.5.0-2
openvdb 10.0.1-1
openxr 1.0.26-1
opus 1.3.1-3
orc 0.4.33-1
orca 43.1-1
osinfo-db 20221130-1
ostree 2022.7-1
otf-font-awesome 6.2.1-1
p11-kit 0.24.1-1
p7zip 1:17.04-3
pacman 6.0.2-5
pacman-mirrorlist 20221204-1
pahole 1:1.24-1
pam 1.5.2-1
pambase 20221020-1
pandoc 2.19.2-52
pango 1:1.50.12-1
pangomm 2.46.3-1
parted 3.5-1
patch 2.7.6-8
patchelf 0.17.2-1
pavucontrol 1:5.0+r61+gee77d86-2
pciutils 3.9.0-2
pcmanfm 1.3.2-1
pcre 8.45-3
pcre2 10.40-3
pcsclite 1.9.9-2
perl 5.36.0-3
perl-clone 0.45-4
perl-encode-locale 1.05-10
perl-error 0.17029-4
perl-file-listing 6.15-2
perl-html-parser 3.80-1
perl-html-tagset 3.20-13
perl-http-cookies 6.10-3
perl-http-daemon 6.14-2
perl-http-date 6.05-6
perl-http-message 6.44-1
perl-http-negotiate 6.01-11
perl-io-html 1.004-3
perl-libwww 6.67-1
perl-lwp-mediatypes 6.04-3
perl-mailtools 2.21-6
perl-net-dbus 1.2.0-4
perl-net-http 6.22-2
perl-text-iconv 1.7-22
perl-timedate 2.33-4
perl-try-tiny 0.31-2
perl-uri 5.17-1
perl-www-robotrules 6.02-11
perl-xml-parser 2.46-4
perl-xml-twig 3.52-10
phodav 3.0-1
pinentry 1.2.1-1
pipewire 1:0.3.64-1
pipewire-alsa 1:0.3.64-1
pipewire-audio 1:0.3.64-1
pipewire-docs 1:0.3.64-1
pipewire-jack 1:0.3.64-1
pipewire-pulse 1:0.3.64-1
pipewire-v4l2 1:0.3.64-1
pipewire-x11-bell 1:0.3.64-1
pipewire-zeroconf 1:0.3.64-1
pixman 0.42.2-1
pkgconf 1.8.0-1
plasma-framework 5.101.0-1
playerctl 2.4.1-3
pngquant 2.17.0-2
podofo 0.9.8-5
polari 43.0-1
polkit 122-1
polkit-qt5 0.114.0-1
poppler 23.01.0-3
poppler-data 0.4.11-3
poppler-glib 23.01.0-3
poppler-qt5 23.01.0-3
popt 1.19-1
portaudio 1:19.7.0-1
potrace 1.16-2
procps-ng 3.3.17-1
protobuf 21.12-1
psmisc 23.6-1
ptex 2.4.2-1
pugixml 1.13-1
purpose 5.101.0-1
pybind11 2.10.3-1
pyright 1.1.289-1
pyside2 5.15.8-3
pyside2-tools 5.15.8-3
pystring 1.1.3.git1-1
python 3.10.9-1
python-anytree 2.8.0-5
python-appdirs 1.4.4-7
python-asttokens 2.2.1-1
python-atspi 2.46.0-1
python-attrs 22.2.0-1
python-autocommand 2.2.2-1
python-babel 2.11.0-1
python-backcall 0.2.0-7
python-cached-property 1.5.2-5
python-cairo 1.23.0-2
python-cattrs 22.2.0-2
python-certifi 2022.12.07-1
python-cffi 1.15.1-1
python-chardet 5.1.0-1
python-charset-normalizer 3.0.1-1
python-coloredlogs 15.0.1-3
python-configobj 5.0.6.r110.g3e2f4cc-3
python-contourpy 1.0.7-1
python-cryptography 38.0.4-1
python-cycler 0.11.0-1
python-dateutil 2.8.2-4
python-decorator 5.1.1-2
python-deprecation 2.1.0-6
python-distro 1.8.0-2
python-docstring-to-markdown 0.11-1
python-docutils 1:0.19-2
python-exceptiongroup 1.1.0-1
python-executing 1.2.0-1
python-fastbencode 0.1-2
python-fonttools 4.38.0-1
python-gitdb 1:4.0.10-1
python-gitpython 3.1.29-1
python-gobject 3.42.2-1
python-humanfriendly 10.0-3
python-idna 3.4-1
python-imagesize 1.4.1-2
python-importlib_resources 5.10.2-1
python-inflect 6.0.2-1
python-jaraco.context 4.2.0-1
python-jaraco.functools 3.5.2-1
python-jaraco.text 3.11.0-1
python-jedi 0.18.2-1
python-jinja 1:3.1.2-2
python-kiwisolver 1.4.4-1
python-lsprotocol 2022.0.0a10-1
python-lxml 4.9.2-1
python-markdown 3.4.1-2
python-markupsafe 2.1.1-1
python-matplotlib 3.6.2-2
python-matplotlib-inline 0.1.6-2
python-merge3 0.0.12-1
python-more-itertools 9.0.0-1
python-numpy 1.23.5-1
python-ordered-set 4.1.0-1
python-packaging 21.3-1
python-parso 1:0.8.3-1
python-patiencediff 0.2.12-1
python-pdfminer 20221105-1
python-pexpect 4.8.0-6
python-pickleshare 0.7.5-8
python-pikepdf 6.2.8.post1-1
python-pillow 9.4.0-2
python-pip 22.3.1-1
python-pivy 0.6.8-1
python-pluggy 1.0.0-1
python-ply 3.11-10
python-prompt_toolkit 3.0.36-1
python-psutil 5.9.4-1
python-ptyprocess 0.7.0-4
python-pure-eval 0.2.2-2
python-pyaml 21.10.1-1
python-pycparser 2.21-3
python-pycurl 7.45.2-1
python-pydantic 1.10.4-1
python-pygls 1.0.0-1
python-pygments 2.14.0-1
python-pylspci 0.4.2-1
python-pyparsing 3.0.9-1
python-pyqt5 5.15.7-3
python-pyqt5-sip 12.11.0-1
python-pyqt5-webengine 5.15.6-1
python-pytz 2022.7-1
python-pyxdg 0.28-1
python-reportlab 3.6.12-2
python-requests 2.28.1-1
python-setproctitle 1.3.2-1
python-setuptools 1:65.6.3-1
python-shiboken2 5.15.8-3
python-six 1.16.0-6
python-smmap 1:5.0.0-3
python-snowballstemmer 2.2.0-3
python-sphinx 6.1.3-1
python-sphinx-alabaster-theme 0.7.13-1
python-sphinxcontrib-applehelp 1.0.3-1
python-sphinxcontrib-devhelp 1.0.2-9
python-sphinxcontrib-htmlhelp 2.0.0-5
python-sphinxcontrib-jsmath 1.0.1-12
python-sphinxcontrib-qthelp 1.0.3-9
python-sphinxcontrib-serializinghtml 1.1.5-4
python-stack-data 0.6.2-1
python-tomli 2.0.1-1
python-tqdm 4.64.1-1
python-traitlets 5.8.1-1
python-trove-classifiers 2023.1.12-1
python-typeguard 2.13.3-1
python-typing_extensions 4.4.0-1
python-urllib3 1.26.12-1
python-validate-pyproject 0.10.1-1
python-wcwidth 0.2.5-6
python-wheel 0.38.4-1
python-wxpython 1:4.2.0-3
python-xlib 0.31-4
python-yaml 6.0-1
python-zipp 3.11.0-1
qbittorrent 4.5.0-1
qca-qt5 2.3.5-2
qemu-audio-alsa 7.2.0-1
qemu-audio-dbus 7.2.0-1
qemu-audio-jack 7.2.0-1
qemu-audio-oss 7.2.0-1
qemu-audio-pa 7.2.0-1
qemu-audio-sdl 7.2.0-1
qemu-audio-spice 7.2.0-1
qemu-block-curl 7.2.0-1
qemu-block-dmg 7.2.0-1
qemu-block-nfs 7.2.0-1
qemu-block-ssh 7.2.0-1
qemu-chardev-spice 7.2.0-1
qemu-common 7.2.0-1
qemu-desktop 7.2.0-1
qemu-hw-display-qxl 7.2.0-1
qemu-hw-display-virtio-gpu 7.2.0-1
qemu-hw-display-virtio-gpu-gl 7.2.0-1
qemu-hw-display-virtio-gpu-pci 7.2.0-1
qemu-hw-display-virtio-gpu-pci-gl 7.2.0-1
qemu-hw-display-virtio-vga 7.2.0-1
qemu-hw-display-virtio-vga-gl 7.2.0-1
qemu-hw-s390x-virtio-gpu-ccw 7.2.0-1
qemu-hw-usb-host 7.2.0-1
qemu-hw-usb-redirect 7.2.0-1
qemu-hw-usb-smartcard 7.2.0-1
qemu-img 7.2.0-1
qemu-pr-helper 7.2.0-1
qemu-system-x86 7.2.0-1
qemu-system-x86-firmware 7.2.0-1
qemu-tools 7.2.0-1
qemu-ui-curses 7.2.0-1
qemu-ui-dbus 7.2.0-1
qemu-ui-egl-headless 7.2.0-1
qemu-ui-gtk 7.2.0-1
qemu-ui-opengl 7.2.0-1
qemu-ui-sdl 7.2.0-1
qemu-ui-spice-app 7.2.0-1
qemu-ui-spice-core 7.2.0-1
qemu-vhost-user-gpu 7.2.0-1
qemu-virtiofsd 7.2.0-1
qhull 2020.2-4
qpdf 11.2.0-1
qpwgraph 0.3.6-1
qqwing 1.3.4-5
qrencode 4.1.1-2
qt5-base 5.15.8+kde+r162-1
qt5-charts 5.15.8-1
qt5-declarative 5.15.8+kde+r24-2
qt5-doc 5.15.8-1
qt5-graphicaleffects 5.15.8-1
qt5-location 5.15.8+kde+r3-1
qt5-multimedia 5.15.8+kde+r1-1
qt5-networkauth 5.15.8-1
qt5-quickcontrols 5.15.8-1
qt5-quickcontrols2 5.15.8+kde+r7-1
qt5-sensors 5.15.8-1
qt5-speech 5.15.8+kde+r1-1
qt5-svg 5.15.8+kde+r8-1
qt5-tools 5.15.8+kde+r1-1
qt5-translations 5.15.8-1
qt5-wayland 5.15.8+kde+r57-1
qt5-webchannel 5.15.8+kde+r3-1
qt5-webengine 5.15.12-2
qt5-webkit 5.212.0alpha4-18
qt5-websockets 5.15.8+kde+r3-1
qt5-x11extras 5.15.8-1
qt5-xmlpatterns 5.15.8-1
qt6-base 6.4.2-1
qt6-declarative 6.4.2-1
qt6-svg 6.4.2-1
qt6-translations 6.4.2-1
qt6-wayland 6.4.2-1
quadrapassel 40.2-1
quazip-qt5 1.3-1
qutebrowser 2.5.2-2
radeontop 1.4-1
ragel 6.10-3
raptor 2.0.15-21
rasqal 1:0.9.33-5
rav1e 0.6.3-1
re2 1:20221201-2
readline 8.2.001-1
realtime-privileges 4-1
redland 1:1.0.17-8
reflector 2021.11-5
retro-gtk 1.0.2-1
rhash 1.4.3-1
rnnoise 0.4.1-1
rocalution 5.4.1-2
rocblas 5.4.1-2
rocfft 5.4.1-2
rocm-clang-ocl 5.4.1-2
rocm-cmake 5.4.2-1
rocm-core 5.4.0-1
rocm-device-libs 5.4.2-1
rocm-llvm 5.4.2-1
rocm-smi-lib 5.4.1-2
rocminfo 5.4.2-1
rocprim 5.4.1-2
rocrand 5.4.1-2
rocsparse 5.4.1-2
rocthrust 5.4.1-2
rofi 1.7.5-1
rpcbind 1.2.6-3
rpmextract 1.0-9
rtkit 0.13-2
rtmpdump 1:2.4.r99.f1b83c1-2
rubberband 3.1.2-1
ruby 3.0.5-1
ruby-abbrev 0.1.0-4
ruby-base64 0.1.1-4
ruby-benchmark 0.2.0-4
ruby-bigdecimal 3.1.2-4
ruby-bundledgems 3.0.5-1
ruby-bundler 2.4.1-1
ruby-cgi 0.3.6-1
ruby-csv 3.2.5-4
ruby-date 3.2.2-4
ruby-delegate 0.2.0-4
ruby-did_you_mean 1.6.1-4
ruby-digest 3.1.1-1
ruby-drb 2.1.0-5
ruby-english 0.7.1-5
ruby-erb 4.0.2-2
ruby-etc 1.3.0-6
ruby-fcntl 1.0.1-4
ruby-fiddle 1.1.0-4
ruby-fileutils 1.6.0-4
ruby-find 0.1.1-4
ruby-forwardable 1.3.2-6
ruby-getoptlong 0.1.1-3
ruby-io-console 0.5.11-3
ruby-io-nonblock 0.1.0-3
ruby-io-wait 0.2.3-4
ruby-ipaddr 1.2.4-3
ruby-irb 1.4.2-1
ruby-json 2.6.2-2
ruby-logger 1.5.1-3
ruby-minitest 5.16.3-1
ruby-mutex_m 0.1.1-3
ruby-net-http 0.2.2-2
ruby-open-uri 0.2.0-3
ruby-power_assert 2.0.2-1
ruby-psych 4.0.6-1
ruby-racc 1.6.0-3
ruby-rake 13.0.6-1
ruby-rdoc 6.4.0-4
ruby-reline 0.3.1-2
ruby-rexml 3.2.5-1
ruby-ruby2_keywords 0.0.5-1
ruby-stdlib 3.0.5-1
ruby-stringio 3.0.2-4
ruby-test-unit 3.5.7-1
ruby-time 0.2.0-4
ruby-tmpdir 0.1.2-3
ruby-uri 0.11.0-5
rubygems 3.3.25-1
run-parts 5.5-1
rust 1:1.66.1-1
rygel 1:0.42.0-2
sane 1.1.1-2
sbc 2.0-1
scons 4.4.0-1
sdl2 2.26.2-1
sdl2_image 2.6.2-3
seabios 1.16.1-1
seatd 0.7.0-2
sed 4.9-1
semver 7.3.8-1
serd 0.30.16-1
shaderc 2022.4-1
shadow 4.13-1
shared-mime-info 2.0+155+gf4e7cbc-1
signon-kwallet-extension 22.12.1-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-3
signond 8.61-1
simple-scan 42.5-1
slack-desktop 4.29.149-1
slurp 1.4.0-1
smartmontools 7.3-1
smbclient 4.17.4-4
snappy 1.1.9-2
sndio 1.9.0-1
solid 5.101.0-1
sonnet 5.101.0-1
soqt 1.6.0-3
sord 0.16.14-1
sound-theme-freedesktop 0.8-5
soundtouch 2.3.2-1
source-highlight 3.1.9-9
sox 14.4.2+r182+g42b3557e-2
spandsp 0.0.6-4
spdlog 1.11.0-2
speech-dispatcher 0.11.4-1
speex 1.2.1-1
speexdsp 1.2.1-1
spice 0.15.1-1
spice-gtk 0.41-5
spirv-llvm-translator 14.0.0.r57+g33898cef-3
spirv-tools 2022.4-1
spotify 1:1.1.84.716-4
sqlite 3.40.1-1
sratom 0.6.14-1
srt 1.5.1-3
startup-notification 0.12-7
steam 1.0.0.75-1
sudo 1.9.12.p1-1
suil 0.10.18-1
suitesparse 6.0.3-1
sushi 43.0-1
svt-av1 1.4.1-1
svt-hevc 1.5.1-2
sway 1:1.8-3
swaybg 1.2.0-1
swayidle 1.8.0-1
swaylock 1.7-1
swell-foop 41.1-1
syndication 5.101.0-1
sysfsutils 2.1.1-1
sysprof 3.46.0-1
system-tools-backends 2.10.2-5
systemd 252.4-2
systemd-libs 252.4-2
systemd-sysvcompat 252.4-2
taglib 1.13-1
tali 40.9-1
talloc 2.3.4-1
tar 1.34-1
tbb 2021.5.0-2
tcl 8.6.13-1
tdb 1.4.7-1
telepathy-glib 0.24.2-2
telepathy-idle 0.2.2-1
telepathy-logger 0.8.2-5
telepathy-mission-control 5.16.6-2
template-glib 3.36.0-1
tepl 1:6.4.0-1
terminator 2.1.2-2
tesseract 5.3.0-1
tesseract-data-afr 2:4.1.0-3
tesseract-data-osd 2:4.1.0-3
tevent 1:0.13.0-1
texinfo 7.0.1-1
thin-provisioning-tools 0.9.0-1
thunderbird 102.6.1-1
tinyxml 2.6.2-9
tk 8.6.13-1
tmux 3.3_a-2
totem 43.0-2
totem-pl-parser 3.26.6-2
tpm2-tss 3.2.0-3
tracker3 3.4.2-1
tracker3-miners 3.4.3-1
tree-sitter 0.20.7-1
tslib 1.22-1
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-liberation 2.1.5-1
ttf-meslo-nerd-font-powerlevel10k 1.000-3
twolame 0.4.0-2
typescript 4.9.4-1
typescript-language-server 3.0.1-1
tzdata 2022g-1
uchardet 0.0.7-1
udisks2 2.9.4-1
ufw 0.36.1-1
unibilium 2.1.1-1
unpaper 7.0.0-1
unzip 6.0-19
upower 1.90.0-1
usbmuxd 1.1.1-1
usbredir 0.13.0-1
usbutils 015-2
util-linux 2.38.1-1
util-linux-libs 2.38.1-1
v4l-utils 1.22.1-1
vala 0.56.3-1
valgrind 3.19.0-5
vamp-plugin-sdk 2.10.0-1
vde2 2.3.3-3
vid.stab 1.1-3
vim 9.0.1182-1
vim-runtime 9.0.1182-1
virglrenderer 0.10.3-2
vlc 3.0.18-6
vmaf 2.3.1-1
volume_key 0.3.12-7
vte-common 0.70.2-1
vte3 0.70.2-1
vte4 0.70.2-1
vtk 9.1.0-24
vulkan-amdgpu-pro 22.40_1518373-1
vulkan-headers 1:1.3.235-1
vulkan-icd-loader 1.3.235-1
vulkan-radeon 22.3.3-1
vulkan-tools 1.3.235-2
wavpack 5.6.0-1
waybar 0.9.17-1
wayland 1.21.0-2
webkit2gtk-4.1 2.38.3-1
webkit2gtk-5.0 2.38.3-1
webp-pixbuf-loader 0.0.7-1
webrtc-audio-processing 0.3.1-3
wf-recorder 0.3.0-2
wget 1.21.3-1
which 2.21-5
whois 5.5.15-1
wildmidi 0.4.4-1
wireless_tools 30.pre9-3
wireplumber 0.4.13-1
wl-clipboard 1:2.1.0-2
wl-clipboard-x11 5-1
wlr-randr 0.2.0-2
wlrobs-hg r62.39cfab32d49a-1
wlroots 0.16.1-2
woff2 1.0.2-4
wolfssl 5.5.4-1
wpa_supplicant 2:2.10-8
wpebackend-fdo 1.14.0-1
wxwidgets-common 3.2.1-2
wxwidgets-gtk3 3.2.1-2
x264 3:0.164.r3095.baee400-4
x265 3.5-3
xbitmaps 1.1.2-3
xcb-proto 1.15.2-2
xcb-util 0.4.1-1
xcb-util-cursor 0.1.4-1
xcb-util-errors 1.0.1-1
xcb-util-image 0.4.1-2
xcb-util-keysyms 0.4.1-4
xcb-util-renderutil 0.3.10-1
xcb-util-wm 0.4.2-1
xcb-util-xrm 1.3-2
xdg-dbus-proxy 0.1.4-1
xdg-desktop-portal 1.16.0-1
xdg-desktop-portal-gtk 1.14.1-1
xdg-desktop-portal-wlr 0.6.0-1
xdg-user-dirs 0.18-1
xdg-user-dirs-gtk 0.11-1
xdg-utils 1.1.3+25+g8ae0263-1
xerces-c 3.2.4-2
xf86-input-libinput 1.2.1-1
xf86-video-amdgpu 22.0.0-1
xf86-video-ati 1:19.1.0.r15.g7a6a34af-1
xfsprogs 6.1.0-1
xkeyboard-config 2.37-1
xmlsec 1.2.37-1
xorg-fonts-encodings 1.0.6-1
xorg-mkfontscale 1.2.2-1
xorg-server 21.1.6-1
xorg-server-common 21.1.6-1
xorg-server-xvfb 21.1.6-1
xorg-setxkbmap 1.3.3-1
xorg-xauth 1.1.2-1
xorg-xeyes 1.2.0-1
xorg-xhost 1.0.9-1
xorg-xinit 1.4.2-1
xorg-xkbcomp 1.4.6-1
xorg-xlsclients 1.1.5-1
xorg-xmodmap 1.0.11-1
xorg-xprop 1.2.6-1
xorg-xrandr 1.5.2-1
xorg-xrdb 1.2.1-1
xorg-xset 1.2.5-1
xorg-xwayland 22.1.7-1
xorgproto 2022.2-1
xterm 378-1
xvidcore 1.3.7-2
xz 5.4.1-1
yajl 2.1.0-5
yaml-cpp 0.7.0-2
yay 11.3.2-1
yelp 42.2-1
yelp-xsl 42.1-1
yt-dlp 2023.01.06-1
zam-plugins-lv2 4.1-2
zbar 0.23.90-1
zenity 3.43.0-1
zimg 3.0.4-1
zip 3.0-10
zita-convolver 4.0.3-2
zlib 1:1.2.13-2
zoom 5.13.4-1
zram-generator 1.1.2-1
zsh 5.9-2
zsh-completions 0.34.0-3
zstd 1.5.2-7
zvbi 0.2.39-1
zxing-cpp 2.0.0-1
